replicate,null_effect
194,-1.6673316258687933e-05
195,-0.00016050764614180914
196,-8.053321359074293e-05
197,9.236423252199424e-05
198,-0.00020423689063525047
199,0.00019417826840510636
200,-0.00029953789723659123
201,0.00010548590743459587
202,-0.00031735078503301043
203,-5.7594910643010195e-05
204,8.296734708561288e-05
205,-9.558636585741904e-05
206,-2.423232745846151e-05
207,-0.00010270822403670249
208,0.0002101047686450613
209,0.00010604736412840581
210,0.00010006792620349582
211,-3.507932726827043e-05
212,-0.00018138825754939955
213,4.833191022527056e-05
214,9.322937543204609e-05
215,-3.911494269403642e-06
216,2.0844050145927418e-05
217,-3.938641170416695e-05
218,-4.3108554841862784e-05
219,2.6347569372497386e-05
220,-3.7891452693953335e-05
221,2.6872508472207376e-05
222,-0.00013258065008060914
223,-0.0001663921830416658
224,4.897943153475222e-05
225,0.00023098361915514708
226,-0.00016817241966871158
227,8.504639422590334e-05
228,9.120982608794124e-05
229,0.00015623721780723738
230,0.0002136382023774077
231,-4.884982391223447e-05
232,0.00023586742867793154
233,-9.449515767459216e-05
234,6.467146829765255e-05
235,3.67550288339768e-05
236,-4.518204557949022e-05
237,-4.883798300188971e-05
238,0.00021001211889156834
239,-0.00015207836425843544
240,3.221126116451601e-05
241,0.00019278012947929806
242,0.00011371125465402008
243,-7.016667950393555e-06
244,8.109359513990835e-05
245,-0.00029081386915974977
246,0.00019505275717715157
247,9.031893052447778e-05
248,0.0001411932581353963
249,-0.00017710189771344572
250,-0.00011538173038112824
251,-0.00013062359291301275
252,3.0850567079155204e-05
253,-0.00010405657441923547
254,5.0053473644259986e-05
255,-0.0002896688968985045
256,-6.016118556909003e-05
257,-1.5216937386730308e-05
258,6.116894432995735e-05
259,-4.985921284227201e-05
260,-7.266049043923106e-06
261,-0.0001267682566129119
262,7.944440731377698e-05
263,-0.00010918286125180127
264,-1.90783251278176e-05
265,-0.0003502589342561847
266,-0.00027012017568372575
267,0.00018800019134741268
268,-1.0187717611488625e-05
269,1.4108809637408496e-05
270,-0.00016325334705861316
271,0.0001151779722538093
272,-1.5907115888596203e-05
273,-8.539133452335956e-05
274,4.721826515908446e-05
275,6.45316744720848e-05
276,-9.15444122984976e-05
277,3.53916729810419e-06
278,-3.2157832241773866e-05
279,2.4451941482412024e-05
280,-2.666200650801939e-05
281,-0.0001680195601807173
282,-2.3606249211121592e-05
283,4.48404432320779e-06
284,-2.7284571439537726e-05
285,-6.599380297964724e-05
286,0.00011736096199906214
287,0.00015992575253543964
288,-2.804554076980944e-05
289,6.033255168866188e-05
290,7.5171480644943e-05
291,2.583586613867696e-05
292,9.633337122593781e-05
293,9.466317188813561e-05
294,-1.361469289339563e-05
295,-1.1729784217580635e-05
296,4.0530482793733885e-05
297,-0.0001292354387092161
298,-0.00018251920885590617
299,4.810895366754351e-05
300,-4.1862711806959824e-05
301,-6.054062772245581e-05
302,0.00011022970657901464
303,-4.8621274898795304e-05
304,3.900297060178609e-05
305,4.661940984656346e-05
306,8.380587696397257e-05
307,-0.00013612725467219267
308,7.606161181191515e-05
309,0.00011520218030051288
310,0.0001398993358778915
311,-0.0001482558274036525
312,-0.00028645581429456545
313,4.1479720479068245e-05
314,-0.00014124826526063273
315,0.00017755505482387098
316,6.775770567095018e-05
317,0.00019961063909622914
318,-4.659649942017934e-05
319,-7.630104881457646e-05
320,0.0003718500696739719
321,-0.00019432029569325365
322,-0.0002311551565319067
323,0.00013785736918653556
324,-4.112998178140657e-05
325,6.340222577970098e-05
326,-0.0001089958754263699
327,7.104054483370513e-05
328,-3.990289125397955e-05
329,-3.1858544008774354e-05
330,-8.391918333008657e-05
331,-1.0892789738477662e-05
332,-1.7046091215033938e-05
333,0.0002708520706632788
334,-3.211329578795362e-05
335,4.5686375985453494e-05
336,-0.00021232789495942883
337,2.5056960435002616e-06
338,0.00013702875577776337
339,-0.00021249986426893208
340,-0.00019124352649679507
341,-2.832442767593267e-06
342,6.265922898617017e-05
343,-8.095712220224715e-05
344,0.00013907761688880556
345,-0.00011868715585042241
346,5.0786353450501734e-05
347,4.217665388040166e-05
348,-2.586883686173926e-07
349,0.00021992747826881065
350,7.991939724787583e-05
351,1.3879786207256047e-05
352,6.6451369090916e-05
353,-0.00019803373415176428
354,-0.00013882226334376835
355,-1.4374976818981718e-05
356,-3.913561842975201e-05
357,-2.1907849318989147e-05
358,0.0001214575917560407
359,9.528591770222592e-05
360,-0.00020237515702671823
361,-4.6599160680902e-05
362,-5.849780132500668e-05
363,-1.7617536894132462e-05
364,-5.6056134861272594e-05
365,0.0001316064144865683
366,-0.00016204111176529358
367,-6.436850296298053e-05
368,-1.7679389291456694e-05
369,-0.00011483908718021196
370,0.00011190280611085615
371,0.00010133173192418648
372,1.2976315570860354e-05
373,-6.0763109393383025e-05
374,0.00017655271683020705
375,-0.0004854949637953856
376,2.9332696234154344e-05
377,-0.00020133027346297825
378,-7.590656993396926e-05
379,-0.00014425139543567831
380,1.930497311521102e-05
381,6.607057673908009e-05
382,2.5225343580229503e-05
383,-0.0002450658055929916
384,-8.28308258988964e-05
385,-4.1741020386804325e-05
386,-0.00021511662724497087
387,1.7704924772200764e-05
388,-8.4867901171577e-05
389,-8.745064285691786e-05
390,-0.00025511233279283045
391,1.416734296031374e-05
392,-0.00011936109708554795
393,-3.7233579180466954e-05
394,-6.0288913913441727e-05
395,-0.00010706385033483851
396,6.574648438664178e-07
397,0.00013253017330731962
398,-0.0001173049950658561
399,-0.00012966235872405633
400,6.796603164479348e-05
401,-2.1302218066685623e-05
402,-0.00010461055145980339
403,-8.696995773027757e-05
404,-8.096777777819408e-05
405,-0.00017363590311761316
406,-6.313179511700058e-05
407,-5.745013421900488e-05
408,0.0004141643455908713
409,-6.198410953362089e-06
410,2.2861050130811083e-05
411,1.651782910330067e-05
412,0.00032270323138955354
413,-0.00015983996367875645
414,-3.0524129696952527e-05
415,0.00012720114457500447
416,3.8375957940505685e-05
417,0.00011979436701462843
418,-1.3245195662649055e-05
419,8.600493316918725e-05
420,-0.00021470954442050146
421,8.97063002138091e-05
422,0.0001973077745559777
423,4.976952221177404e-05
424,-2.9681339883647756e-06
425,-8.868423466555568e-05
426,0.0003162005125742967
427,-8.522497153533056e-05
428,-0.00019397989771329942
429,-5.277493348313189e-05
430,-6.199247158098867e-05
431,-0.00016114911540064154
432,0.0004422654926123091
433,0.00020806844284939786
434,-0.00019600673617654036
435,5.351144582605746e-05
436,-0.00015592653305098288
437,-8.688028000632499e-07
438,0.00011233757053584321
439,0.0003062676231649553
440,-0.0001120538463503319
441,7.963977958003117e-05
442,0.00017613362115538673
443,-0.000125017951539442
444,0.00023445742498155793
445,5.226517889522299e-05
446,-0.0003223816851863902
447,0.00014175869455650643
448,-2.6338199269500522e-05
449,0.0002458233933738264
450,0.0001930017425713256
451,-1.8529579083435502e-05
452,0.00014664026088782455
453,-3.7116860332171384e-05
454,7.736354315881584e-05
455,0.00025419515561041445
456,-6.462724043495826e-05
457,-0.000186802366302389
458,6.728461377186658e-05
459,0.00011911332014249107
460,1.444679291883794e-05
461,-2.202003893714995e-05
462,-0.00021499519667739087
463,-0.00013247024925063208
464,-4.183307984552007e-05
465,-0.0002524552321256791
466,-0.0001337358848046217
467,-0.0001051853163257831
468,8.45934393398943e-05
469,3.667898587404375e-06
470,-5.220333241400091e-05
471,3.216076193890958e-05
472,6.677954036590462e-05
473,-6.0091345995504096e-05
474,-0.00012960139539493893
475,-6.139022102362268e-05
476,-0.00010243335201850327
477,4.435623659202158e-05
478,-0.00020740424164873998
479,-2.4205521924877472e-05
480,-6.400121121244245e-05
481,-0.000145797039361717
482,0.00013437701907526934
483,-0.00015700615693606953
484,-2.5218896632910935e-05
485,-0.00015164548671430525
486,9.742793763742963e-05
487,0.00016593277244452144
488,7.204962136647817e-05
489,-0.00010134545319308103
490,0.0003108795999912647
491,2.706471429632605e-05
492,9.392914083389243e-06
493,-2.611506100984704e-05
494,-0.00021440760906168502
495,0.00030602201950765236
496,9.006933411665879e-05
497,1.8933928168646887e-05
498,8.138524559587718e-05
499,3.041824573979821e-05
500,-0.00023937903325261384
501,-0.00013602909727095585
502,0.0001221988523100143
503,0.00029189664643580087
504,-6.44860498790951e-05
505,5.808556154977356e-05
506,-3.796870296774549e-05
507,-0.0003998243928465285
508,-3.3373443004635024e-05
509,-6.273003377075337e-05
510,-6.289957880373992e-05
511,-5.432689460219928e-05
512,0.00013388589201293453
513,-0.00022588594821137172
514,7.083825884869718e-05
515,8.766883891632762e-05
516,0.00010157657556485156
517,0.0001236588825314682
518,-0.0002009696627355898
519,7.282616430453853e-06
520,9.910511642446049e-05
521,-0.00011547434815246389
522,-0.00012080162927399624
523,8.421073584469588e-05
524,0.00010836558055933522
525,0.00010458832556753786
526,0.00010908816420571918
527,-0.00021825888594883218
528,0.000131632048450093
529,-0.00011008918283893996
530,-3.409923996839104e-05
531,5.66538172631212e-05
532,-0.00017699926768974567
533,8.173023132644376e-06
534,-0.0001808426456721071
535,6.821501398545687e-05
536,-3.092166868891282e-06
537,5.582077857407893e-05
538,0.00014110763777019865
539,6.298238016462146e-05
540,-0.00017706072722502804
541,-0.0002028180538373505
542,3.4230272985804605e-05
543,-0.00024921762496581866
544,1.4448268664800737e-05
545,4.0164429927150145e-05
546,0.00025224324631292164
547,-0.00013293770042997603
548,9.676134123222846e-05
549,-0.0002053210243083893
550,2.884599469152766e-05
551,9.809578957389976e-06
552,6.572118114004916e-05
553,-9.140239853106034e-05
554,-0.00012442454382232917
555,0.00019849637111504496
556,0.00020489126634755327
557,9.801073899336378e-05
558,0.0002480680136187216
559,9.61515316057819e-05
560,7.780355701115202e-05
561,0.00018735853795557615
562,-0.00017198173346616322
563,2.950503100741275e-05
564,8.53232045761564e-05
565,-0.00016865256105487127
566,-1.970411815495736e-05
567,-0.00019004764924806532
568,0.00015139365733754336
569,1.646025900014544e-05
570,4.334038317101743e-05
571,4.853408841668464e-07
572,6.67867881756644e-05
573,0.00022088300847350513
574,0.00017435730480420034
575,-0.00022924041964157753
576,-8.999731054935506e-05
577,2.2753921385893703e-05
578,-2.040610772574005e-05
579,3.965331062637974e-05
580,-8.890413180912427e-06
581,0.00011656220994373704
582,6.90882756106144e-05
583,3.4332552802778416e-05
584,-3.2570250272404676e-05
585,0.00019517801919060048
586,-0.00021692914720359112
587,-8.383775433629192e-05
588,-0.00010739844807533885
589,0.00016998280860171808
590,5.004423495172661e-05
591,0.00011637362073480091
592,-7.343468025425106e-05
593,0.00024917731237433907
594,0.00010172185974785845
595,0.00012720664353239194
596,-4.4487678604214125e-05
597,-1.390998413968458e-07
598,-4.4235377569602935e-05
599,-9.24193797185526e-06
600,0.00011290693073387365
601,0.00023199207332849942
602,0.00010107269232320787
603,-7.895125117805872e-05
604,-3.9461455481837665e-05
605,0.0001838376610955037
606,-0.00014877933449319115
607,-4.276951634860736e-05
608,0.00014325925848291497
609,1.619904233624232e-05
610,0.00014371365957903284
611,0.00014127414486615975
612,0.00013526422914413014
613,0.00010683556127362654
614,-0.0003427266880594977
615,-2.176305815915701e-05
616,3.549970631018877e-05
617,-7.45546264711533e-05
618,-5.837159863004669e-05
619,-0.00020514058182396277
620,-1.1264286846622272e-05
621,-0.0001135249886827969
622,1.162288236158379e-05
623,-0.00012157070640811853
624,-6.005549066389155e-05
625,-1.9397765799088897e-05
626,7.821316994214557e-05
627,-3.7921106345537416e-05
628,7.231757743211468e-05
629,-1.778645345490073e-05
630,-0.0001283858563354268
631,6.228660416742948e-05
632,8.39328246082516e-05
633,6.050582236025818e-05
634,-2.4061447468537334e-05
635,3.41159778257426e-06
636,0.0002365372566543347
637,4.470876489296306e-05
638,-0.0001624290042048255
639,-8.691694967662553e-05
640,-3.180557013006703e-05
641,-0.00013411315578111798
642,6.82781790207733e-05
643,-9.876988511135731e-05
644,-5.751370676321114e-05
645,0.00031854448916545947
646,0.00010137407537780825
647,0.0002444233011721726
648,-0.00018240495610987
649,0.00013549930216951215
650,-1.4507070238691987e-05
651,0.0002231529857980067
652,0.000262141548881545
653,8.897517098292765e-05
654,0.00011702829379943817
655,9.431769232367156e-05
656,0.00013669783641991575
657,-0.0003418547599564773
658,-0.00015396131018361015
659,0.0003197249560239385
660,2.545448067691463e-05
661,0.00016608824013602196
662,-1.3261218128424263e-05
663,-0.0002426248044752865
664,0.00013927858859691738
665,5.427380672634952e-05
666,9.129762533335619e-05
667,-5.479367630130828e-06
668,-0.00027609087194600465
669,-1.9079744529145416e-05
670,0.00016430034076511573
671,0.00021251207265940607
672,-8.805323197788615e-05
673,-6.86203758480659e-05
674,-3.554448807089407e-05
675,-0.00023810510842384424
676,0.00010234633191489093
677,3.267424913626926e-05
678,-0.00017384040063127403
679,-0.00017668848389864664
680,6.627040410101831e-05
681,0.0002504906547700215
682,-7.215959320289285e-05
683,-0.00015055043865230128
684,-8.232464972468369e-05
685,0.00014049411102123727
686,-1.3878267283297823e-05
687,-3.33425385516558e-05
688,-1.0376127098411677e-06
689,-0.00037667123703752055
690,-0.0004041427528300613
691,-0.00014839896871945787
692,9.660662512527204e-05
693,-1.5459838624574476e-05
694,0.00010976645590589761
695,2.4712159354425736e-05
696,-1.3079421934699447e-05
697,-0.0002574272790078288
698,0.00016982905030818438
699,8.127399541575478e-05
700,-0.00011782938411328666
701,-9.784978021763723e-05
702,0.00013675658155451248
703,-3.851191919850573e-06
704,7.434096624681088e-05
705,4.7066242783198744e-05
706,-8.080718165145465e-05
707,-5.070857420719013e-05
708,4.529753254087612e-05
709,0.00013269931738799112
710,0.0003305567630799571
711,-0.00018761069883608977
712,0.00011322924142446229
713,-4.1326761267193554e-05
714,9.121104669148606e-05
715,6.630758270476351e-05
716,8.694576349751681e-05
717,-1.1873420670965889e-05
718,-6.884599165106395e-05
719,0.00013320230794034417
720,0.0001332779832300224
721,-5.1283290225342785e-05
722,1.0614928218711773e-05
723,0.00017971531372177991
724,0.00013971711977477926
725,0.0001531148850116982
726,7.136844983548056e-05
727,-5.675396356062139e-05
728,-0.00013866929890897487
729,-0.00010049715022931915
730,0.00032890678590384755
731,-0.00011370807853526011
732,-4.971324724708903e-05
733,3.857889199115818e-05
734,3.400148020797691e-05
735,6.302958489805368e-05
736,6.99200411250359e-05
737,-0.0003252360162300913
738,-6.0265195006992196e-05
739,-0.00012931983040466024
740,-0.00010516774869271732
741,7.173279946598149e-05
742,-0.00024672183554542797
743,0.00014273757607306868
744,4.8058669416692833e-05
745,-0.00034076581326827736
746,7.481341483652015e-05
747,9.701696233937733e-06
748,-0.00012098132225788277
749,0.0002522434019541664
750,0.00021870475225728135
751,5.149378153317214e-06
752,-1.5467524042005788e-06
753,5.247777624765943e-05
754,2.4077353034259883e-05
755,0.00019630949095152795
756,-0.00010106137993321336
757,-8.028552138225739e-05
758,-4.457764419176452e-05
759,-4.1065866477224444e-05
760,-0.00011748500679851739
761,-0.00020819153659795228
762,0.00021838306171509175
763,6.886465160643356e-05
764,-0.0003261042597701522
765,-0.00013904182301115606
766,0.00027774767905512356
767,-0.0003133425142718704
768,9.500735939833364e-05
769,-5.8369364522272064e-05
770,-0.00011908316939247979
771,9.549857005751581e-06
772,-6.566284564045811e-05
773,0.0001357472683709953
774,4.528796454200571e-06
775,0.0002968808540193312
776,-9.905620954949854e-05
777,-0.00023396194989953493
778,4.788290056276278e-05
779,-0.00012540327042318247
780,-3.7339145987987605e-05
781,8.430407731012922e-05
782,2.7024180957511893e-06
783,-2.9659520649583995e-05
784,2.0477719272631277e-05
785,0.00012511471775775862
786,1.3052122221465548e-05
787,7.633118199263847e-05
788,0.00011400448176715772
789,5.2648535369727454e-05
790,0.00010738150888831803
791,-8.581687943159465e-05
792,-0.0002238712078619896
793,-0.0001442688190319093
794,3.2444948199917966e-05
795,9.08796452931412e-06
796,0.00020207667180053722
797,0.0001548454464720888
798,-5.867300255153132e-05
799,1.936206550703852e-05
800,-7.47558708325641e-05
801,-2.8717971500893016e-06
802,0.0002398712401764757
803,4.023342139317847e-05
804,-9.204824141356164e-06
805,0.00015222666293890154
806,0.0001656614155484957
807,-5.9822193059404025e-05
808,0.00011976109983792908
809,-2.842268568379002e-05
810,-2.6697554659395733e-05
811,4.985565245027474e-05
812,-0.0002409017603765964
813,-0.00017633826812564612
814,-0.00014448346268772035
815,0.0001292599362929992
816,0.00012212787617983374
817,0.00018010849008387821
818,-4.776241442563574e-05
819,-0.0003137555852935685
820,-0.00032217763720429176
821,0.00014668267190833849
822,-0.00013399685786957935
823,-7.290675952202306e-05
824,-0.00014797791294670945
825,-5.2753456925316425e-05
826,1.9676201831116994e-05
827,0.00015149563840220702
828,-2.0895120637295728e-05
829,4.015983978458037e-05
830,-6.893814768500962e-05
831,9.101857057808217e-05
832,0.0002946807437318764
833,-0.00014389284269472272
834,0.0001110685390843709
835,-1.3713853759653022e-05
836,-1.344157124585408e-06
837,-6.803432574164445e-05
838,0.00013607019669808785
839,-0.00014075545516132717
840,4.1540933408782306e-05
841,-5.5488845058858494e-06
842,-8.611996790720624e-05
843,-0.00025602999199685826
844,0.0002766989666754154
845,5.6641898691551354e-05
846,-1.4594902425400223e-05
847,-4.106667727853904e-05
848,-9.4555897991211e-05
849,-0.00011411655276176728
850,-0.00015215869972790347
851,0.00010948314253286622
852,8.41985868843004e-05
853,-8.293796099919818e-05
854,-2.793194485837856e-05
855,0.0001929526923784525
856,-1.4018169906779921e-06
857,5.999863979968275e-05
858,2.49861831186164e-05
859,-6.430172852298599e-05
860,0.0001487431400517233
861,3.235994062471884e-05
862,7.159241216407803e-05
863,-0.0001755776049142884
864,6.696144966552126e-05
865,-1.7435974011647634e-05
866,0.00011133711718336445
867,2.6249223701769245e-05
868,0.00017003651128582882
869,0.00014019520471426095
870,5.093990792574907e-05
871,-0.00014288113845500457
872,0.0001977715699093106
873,-0.00017065299462650337
874,3.337887362959279e-05
875,-4.1323053007803114e-05
876,0.00014157027709510645
877,0.00017732315117641956
878,9.95518617876755e-06
879,0.0003020884090751999
880,0.00012016738955545327
881,3.022995180441116e-05
882,2.9774388121011736e-05
883,0.00022122934352738287
884,-0.00012477120002663813
885,-0.00032061824025499277
886,4.4719818076986446e-05
887,-0.00014183629689759248
888,1.1042261294798953e-05
889,0.00015448519638065032
890,8.185643927477359e-05
891,6.594121338100926e-05
892,-0.0001483167493528736
893,0.00012347185863627254
894,0.00010887627797773769
895,-0.0002089498005397294
896,-5.79222790127043e-05
897,0.0002276648143505216
898,-6.573574374022234e-06
899,-1.7825535659036986e-05
900,-3.7798230862993354e-05
901,0.00013542314766079515
902,0.00030205230439430883
903,-0.00011110278699361227
904,-0.0001064971131175232
905,-0.0002476193579636874
906,-7.05319405870367e-07
907,-0.00010020607515093578
908,1.8778960267502527e-05
909,-3.829630523350594e-06
910,-0.0003697430214494465
911,-1.8404441200995984e-05
912,2.5087458712775635e-05
913,0.0001736031123197408
914,6.201800532468762e-05
915,-0.00018344620144542382
916,-4.8672086032279036e-05
917,-9.186656564418224e-05
918,-0.0001666618141288017
919,-2.3635231128194566e-05
920,-2.3852698939247968e-05
921,0.00011732129601574917
922,3.561382074017477e-05
923,1.1547903555639619e-05
924,-6.274977548991089e-05
925,0.0003146769883943077
926,-0.0002692065445779042
927,-1.7640462922249386e-05
928,-5.946138169017942e-05
929,-2.0599597398855476e-05
930,5.728397369960861e-05
931,4.4869686063520576e-05
932,0.0001051560997876726
933,2.3547807386158706e-05
934,2.3993856611157108e-05
935,0.00013790211048345474
936,-0.00010857263990723219
937,-3.520838474566096e-08
938,-0.00016433196290633633
939,-0.00015113393106778476
940,0.0001861698518274412
941,-7.113175791655175e-05
942,-0.0002519193819247282
943,0.00011275901409061867
944,-9.39998042527028e-05
945,-1.4223050156033699e-05
946,7.600026734914019e-05
947,9.028013821048128e-05
948,-0.0001347731338297016
949,-0.0001356413344086604
950,0.00013761284001611936
951,-0.00029416793426030797
952,-1.9552649076321765e-05
953,-3.0558901517722617e-05
954,-1.5075845484886701e-05
955,-9.091607947506056e-05
956,-9.164037018075985e-05
957,-8.427323551960695e-06
958,-5.0168546546504924e-05
959,-9.293983260655645e-05
960,-6.790582942269556e-05
961,-9.719644447434438e-05
962,6.340370052427409e-05
963,2.0582701242198302e-05
964,0.00020993987107994946
965,-0.0002194806635446067
966,-1.853966999973435e-05
967,0.00013931421472265177
968,-0.00010645519315861815
969,5.288539554047824e-05
970,0.000123793283315324
971,0.00013189246868691373
972,-7.959418099043445e-06
973,3.871403360926284e-05
974,0.00012597733750558984
975,0.00027248865890186415
976,-5.856813590515824e-05
977,0.00021693274974956856
978,0.00011286998743899722
979,-0.00021458923358755222
980,-0.00011446269832287104
981,-0.00014426325012389008
982,-6.355788601271038e-06
983,-3.425126972290421e-05
984,-0.00017424202527580187
985,-0.00010486471809564498
986,2.9365559314906596e-05
987,0.00011365927534198885
988,-2.3910981372577515e-05
989,-0.00026008994401067873
990,1.0395326793312195e-05
991,0.00011548203553210324
992,4.362833206457927e-05
993,0.00017470122331509795
994,-4.214293014958872e-05
995,0.00019388874581067144
996,4.897789367249618e-05
997,0.0001619917878422569
998,-2.146526315928523e-05
999,-7.855774369616964e-06
